employee_id,punch_in_time,punch_out_time,total_logged_hours_day,late_arrival_flag,early_departure_flag,break_duration_minutes,biometric_match_score,punch_location,attendance_status,overtime_hours,late_start_count_per_week,early_exit_count_per_week,total_hours_per_week,variance_in_work_hours,absenteeism_rate,avg_daily_hours,punctuality_score,meeting_hours_per_week,meeting_counts_per_week,avg_meeting_duration_minutes,back_to_back_meetings_count,after_hours_meetings_count,meeting_accepted_ratio,meeting_organizer_count,meeting_attendee_count_avg,focus_time_hours_per_week,largest_meeting_attendees,recurring_meeting_percentage,messages_sent_per_day,messages_received_per_day,messages_sent_per_week,messages_received_per_week,avg_response_latency_min,communication_burstiness,after_hours_message_ratio,communication_balance,conversation_length_avg,channels_active_count,dm_vs_channel_ratio,emoji_reaction_count,mentions_received_count,message_edit_ratio,urgent_message_count,status_available_percentage,status_busy_percentage,status_away_percentage,status_dnd_percentage,avg_tasks_assigned_per_week,avg_tasks_completed_per_week,task_completion_rate,avg_task_age_days,overdue_task_ratio,overdue_task_count,in_progress_task_count,story_points_committed_per_week,story_points_completed_per_week,unique_projects_count,context_switching_score,logged_hours_per_week,logged_hours_per_day,worklog_entry_count_per_week,avg_worklog_session_duration,worklog_variance,billable_hours_percentage,github_commits_per_day,github_commits_per_week,github_commit_days_active,github_lines_added_per_week,github_lines_deleted_per_week,github_lines_changed_total,github_avg_commit_size,github_commit_message_length_avg,github_weekend_commit_ratio,github_prs_per_week,github_prs_merged_count,github_prs_open_count,github_pr_merge_rate,github_avg_pr_merge_time_hours,github_pr_comment_count_avg,github_pr_review_cycles_avg,github_pr_size_lines_avg,github_reviews_per_week,github_review_comments_given,github_review_approval_rate,github_review_response_time_hours,github_issues_created_per_week,github_issues_closed_per_week,github_issue_close_rate,github_repo_context_switching,github_activity_consistency,github_primary_repo_percentage,github_language_diversity,emails_sent_per_day,emails_received_per_day,email_response_rate,email_avg_response_time_hours,unread_email_count,emails_with_attachments_ratio,email_importance_high_ratio,email_thread_depth_avg,after_hours_email_ratio,calendar_fragmentation_score,deep_work_hours_per_week,collaboration_network_size,network_centrality_score,internal_external_comm_ratio,avg_Jira_ticket_resolution_time_days,jira_tickets_created_per_week,jira_tickets_closed_per_week,jira_ticket_reopen_rate,jira_bug_count_per_week,productivity_index,collaboration_score,focus_efficiency,multitasking_load,burnout_risk_score,work_life_balance_score,stress_indicator,workload_intensity,consistency_score,morning_activity_ratio,afternoon_activity_ratio,evening_activity_ratio,night_activity_ratio,weekend_work_ratio,Wellbeing Score,Overall Effciency score
E1734,2023-04-09 08:23:00,2023-04-09 16:24:04.328397,7.15,True,True,52.29,0.3414,Remote,On-Leave,5.61,28,90,4.24,0.57,0.9212,1.44,0.7817,4.32,79,68.48,86,5.84,0.5514,86,3,2023-04-24 04:50:00,49,11.48,1,78,67,35,23.09,3.9,0.54,7,64.04,51,0.4628,3,22,0.4355,81,3.67,0.93,42.93,3.46,43.0,94.96,0.3703,51.17,0.3521,18,95,4,7,37,0.5655,3.45,4.93,40,3.76,3.39,7.04,35,35,1,18,16,28,76.97,81.47,0.6016,4,67,14,0.6402,2023-11-29 15:29:00,91,20.73,43,5,2,0.5963,2023-11-15 13:58:00,3,8,0.6857,8,0.8244,13.72,10,1,10,0.1611,2023-03-18 17:22:00,98,0.2948,0.5429,99.43,3.01,0.8205,1.27,5,0.725,0.787,2023-05-24 22:54:00,8,10,0.2724,21,4,0.7302,9,2,0.4751,0.2735,4,4,0.8508,0.06,0.7892,0.5655,0.892,0.4106,9,8
E3408,2023-02-14 08:10:00,2023-02-14 17:36:50.858963,8.47,True,True,58.5,0.8034,Office-B,Present,1.54,89,16,3.08,6.53,0.7872,6.91,0.6778,6.34,29,58.4,29,2.93,0.1847,83,84,2023-10-19 00:13:00,24,15.86,32,82,25,75,88.51,0.66,5.57,7,5.72,19,0.3781,100,38,0.4335,13,51.59,96.01,24.62,3.04,59.37,10.45,0.2806,18.01,0.892,11,27,1,7,14,0.9567,4.82,1.7,54,6.98,3.48,6.0,55,55,5,64,74,5,99.91,23.37,0.5794,2,20,43,0.0797,2023-07-19 05:35:00,6,15.58,12,3,5,0.4727,2023-04-26 08:38:00,10,3,0.0133,8,0.8371,30.79,0,6,10,0.8461,2023-07-31 11:54:00,48,0.8138,0.1622,15.48,2.1,0.7717,1.55,5,0.9363,0.774,2023-09-04 02:29:00,0,7,0.7828,88,9,0.763,2,8,0.6953,0.7072,1,1,0.2756,0.3134,0.2473,0.5707,0.7308,0.5194,5,0
E3569,2023-05-13 10:17:00,2023-05-13 19:25:28.518269,8.29,False,True,51.34,0.2023,Office-A,On-Leave,2.96,56,44,3.84,6.63,0.8428,7.7,0.5724,7.34,48,59.29,61,6.61,0.5373,47,48,2023-01-11 15:02:00,25,55.26,26,43,85,19,7.65,3.4,5.84,1,6.09,44,0.6006,68,6,0.3908,35,99.77,99.73,7.78,43.85,0.47,0.27,0.9766,46.44,0.1241,64,24,8,2,50,0.3439,1.97,3.08,42,5.9,-4.46,5.84,52,36,4,76,81,22,5.98,73.03,0.7989,0,81,44,0.165,2023-10-06 03:58:00,51,16.2,43,5,4,0.1904,2023-08-16 07:02:00,1,0,0.0741,2,0.2439,70.41,2,10,1,0.6105,2023-09-28 20:11:00,35,0.6609,0.3834,94.48,3.76,0.0438,3.68,6,0.895,0.5137,2023-02-05 00:17:00,9,9,0.2249,35,9,0.5255,0,9,0.4269,0.7068,4,2,0.6207,0.8079,0.8965,0.9512,0.2946,0.9588,0,2
E4658,2023-12-07 10:34:00,2023-12-07 20:19:48.581687,9.36,False,True,24.46,0.4435,Remote,Present,1.44,61,13,5.29,2.99,0.68,7.03,0.4449,2.66,48,29.29,54,4.83,0.4662,45,3,2023-10-22 06:33:00,50,77.02,20,77,73,75,58.11,3.24,6.18,4,62.33,90,0.1635,52,52,0.779,27,72.94,10.63,8.53,67.47,49.72,6.58,0.3795,92.17,0.2468,96,5,7,6,44,0.6686,4.89,5.83,1,7.67,-4.43,3.57,25,27,5,0,36,43,58.17,76.72,0.1537,10,55,94,0.7729,2023-10-14 11:48:00,80,82.68,66,1,7,0.0523,2023-03-21 15:15:00,1,4,0.2653,7,0.7741,40.92,9,1,6,0.2359,2023-11-23 06:03:00,57,0.2087,0.5919,71.87,6.04,0.3894,5.56,2,0.3034,0.5923,2023-07-09 20:40:00,7,9,0.2772,56,6,0.7255,10,8,0.3668,0.8513,5,7,0.7306,0.0195,0.0468,0.7839,0.4418,0.1932,3,7
E4352,2023-10-02 10:47:00,2023-10-02 20:06:05.467833,8.93,True,False,23.38,0.9796,Remote,Absent,8.0,60,89,4.19,1.51,0.8317,6.55,0.8709,6.03,66,64.23,7,2.14,0.2317,53,63,2023-01-26 19:28:00,35,76.75,9,39,81,7,92.08,1.43,1.18,3,13.25,93,0.1817,13,72,0.7848,86,82.07,52.93,5.42,24.67,99.12,95.57,0.0594,40.02,0.5127,23,89,7,7,31,0.8153,2.07,0.53,54,3.11,-2.59,3.32,20,94,9,53,7,47,59.85,42.89,0.9064,4,50,40,0.0109,2023-04-29 00:50:00,21,56.61,35,8,3,0.6336,2023-03-26 08:06:00,8,9,0.6878,2,0.4167,0.32,8,3,0,0.3694,2023-01-08 14:40:00,71,0.3092,0.4088,16.33,5.68,0.6198,6.89,5,0.4195,0.054,2023-02-10 18:49:00,1,0,0.9566,72,9,0.7459,4,10,0.0149,0.82,7,5,0.0419,0.2439,0.2518,0.5482,0.7047,0.3101,6,9
E1686,2023-05-28 10:25:00,2023-05-28 20:02:39.956965,9.0,True,False,37.94,0.8584,Office-B,Absent,4.24,3,11,6.7,3.16,0.225,7.15,0.3534,6.2,9,80.7,78,6.67,0.1694,20,25,2023-11-07 22:04:00,19,64.02,49,82,96,77,104.46,0.82,4.49,2,84.78,74,0.1208,96,20,0.1348,92,67.34,80.6,42.14,1.11,97.28,46.26,0.8885,86.65,0.1723,96,55,8,4,19,0.7613,1.76,3.93,25,1.45,-1.45,7.98,1,58,8,15,78,68,80.88,1.1,0.0429,8,72,64,0.6795,2023-12-06 21:44:00,96,89.15,21,1,6,0.1977,2023-07-04 21:44:00,4,0,0.5257,2,0.5966,65.83,2,4,1,0.3718,2023-05-19 06:57:00,65,0.4476,0.15,2.14,7.58,0.017,3.08,7,0.0426,0.4263,2023-06-15 01:57:00,9,1,0.1191,78,1,0.2417,4,10,0.1597,0.3396,8,6,0.8618,0.5523,0.8298,0.9561,0.211,0.2563,9,2
E5710,2023-03-04 09:51:00,2023-03-04 18:55:25.725331,8.17,False,False,54.07,0.4841,Remote,On-Leave,5.99,38,26,2.47,3.21,0.1818,4.82,0.0098,1.52,73,36.62,64,4.3,0.1469,94,72,2023-08-03 12:06:00,9,13.01,98,68,35,22,34.14,2.03,0.5,4,6.37,84,0.3759,94,66,0.8027,30,63.45,64.77,48.22,32.93,87.16,93.76,0.0837,30.65,0.6075,73,58,3,3,14,0.178,1.19,7.88,88,1.85,-2.05,7.19,39,0,7,81,14,45,20.31,61.15,0.2675,0,46,34,0.0123,2023-03-09 20:57:00,78,1.79,60,3,8,0.5882,2023-02-25 06:05:00,4,2,0.361,5,0.4754,3.72,1,3,6,0.23,2023-08-21 06:07:00,44,0.0121,0.3285,41.03,4.46,0.459,5.01,6,0.0756,0.2373,2023-02-17 18:07:00,7,7,0.1893,44,7,0.3756,3,6,0.9774,0.6641,8,4,0.8582,0.3816,0.694,0.3984,0.1792,0.0234,8,8
E2880,2023-11-30 08:21:00,2023-11-30 17:11:07.900350,8.46,False,True,22.73,0.8222,Remote,Absent,4.47,70,12,3.78,7.84,0.8157,3.69,0.6218,0.63,65,23.88,76,0.67,0.082,14,88,2023-05-09 09:54:00,42,22.22,83,69,40,7,19.33,1.72,0.86,2,11.54,68,0.1238,48,79,0.5135,63,31.48,38.79,77.45,4.46,12.88,63.51,0.3249,55.85,0.3167,92,34,0,2,2,0.27,5.44,6.06,70,5.81,-0.05,5.77,51,12,3,72,19,22,18.01,68.96,0.6806,6,14,25,0.7723,2023-06-18 09:20:00,22,32.65,16,10,9,0.6353,2023-08-10 18:45:00,4,2,0.6147,10,0.2597,89.33,5,7,7,0.1749,2023-09-07 16:38:00,21,0.2148,0.0817,54.04,5.61,0.9337,7.23,2,0.2489,0.4011,2023-01-15 17:24:00,3,2,0.7541,6,1,0.4744,3,7,0.7717,0.2452,2,7,0.4333,0.2082,0.5484,0.1713,0.9711,0.6373,8,0
E4861,2023-11-17 08:28:00,2023-11-17 16:44:10.310621,7.67,True,False,35.78,0.7635,Client-Site,Present,6.39,93,53,6.62,6.39,0.6158,4.51,0.7034,5.21,17,78.61,71,4.99,0.6848,21,67,2023-01-11 21:28:00,39,50.67,51,75,87,50,14.04,3.26,3.2,3,55.29,67,0.8232,51,95,0.0349,34,14.42,96.08,22.56,19.24,2.12,82.22,0.6085,94.36,0.7983,91,53,7,5,31,0.6128,6.55,7.51,77,6.8,2.61,5.06,69,52,0,85,88,51,11.15,76.43,0.7055,9,66,87,0.3169,2023-12-29 22:45:00,52,27.54,11,8,8,0.9736,2023-05-30 22:46:00,5,8,0.9719,10,0.1408,67.0,1,6,9,0.3534,2023-09-18 03:20:00,98,0.7639,0.8221,6.86,3.79,0.2685,1.86,10,0.7066,0.4281,2023-01-15 20:48:00,5,0,0.7275,12,8,0.8326,6,5,0.6669,0.4623,9,3,0.0083,0.1099,0.5039,0.0996,0.6046,0.3122,0,3
E4960,2023-07-01 10:18:00,2023-07-01 19:39:58.327846,9.04,False,True,19.55,0.0971,Office-B,Absent,0.68,5,42,6.09,3.77,0.6443,6.74,0.6318,5.67,37,26.87,29,5.04,0.996,92,79,2023-07-06 00:03:00,22,39.56,74,45,59,59,20.56,3.73,1.42,3,2.87,35,0.8202,98,60,0.7598,81,9.75,67.69,38.62,3.78,73.51,47.45,0.7045,22.79,0.147,21,91,7,4,39,0.5535,1.21,1.97,90,4.73,-0.81,2.94,49,65,8,83,98,85,76.68,3.18,0.1593,1,98,27,0.4032,2023-08-17 20:49:00,91,2.01,41,0,7,0.1339,2023-02-21 22:25:00,8,6,0.3225,6,0.9509,70.45,4,3,2,0.9002,2023-12-03 18:04:00,82,0.36,0.5941,29.06,1.66,0.3102,4.63,4,0.5018,0.19,2023-10-27 04:49:00,6,3,0.5947,8,5,0.4004,0,2,0.9523,0.5214,4,10,0.8768,0.8586,0.3273,0.061,0.1679,0.5926,4,0
E1958,2023-01-18 08:53:00,2023-01-18 17:33:28.193364,7.95,False,True,43.18,0.3937,Office-A,On-Leave,2.63,16,73,6.76,5.97,0.2826,7.39,0.8716,3.54,62,35.73,69,5.25,0.7045,87,59,2023-11-16 14:59:00,10,59.31,29,95,49,98,90.92,4.19,5.23,8,41.67,56,0.3477,67,50,0.8783,4,92.98,8.34,86.6,60.87,3.02,91.8,0.9997,22.77,0.3835,37,13,1,1,15,0.1599,3.84,6.61,63,4.5,-4.7,2.43,16,2,6,58,24,82,60.64,16.85,0.501,0,46,6,0.2192,2023-08-03 17:51:00,34,1.86,89,10,9,0.0989,2023-10-04 08:17:00,2,2,0.8713,8,0.2921,89.26,3,7,8,0.5603,2023-03-27 03:19:00,56,0.2861,0.0796,64.9,4.49,0.2276,6.91,9,0.821,0.9425,2023-01-13 11:35:00,4,6,0.5836,92,9,0.4356,9,2,0.8771,0.985,4,6,0.2901,0.1863,0.9666,0.2906,0.7345,0.5942,8,5
E3036,2023-10-28 09:52:00,2023-10-28 19:47:40.421091,9.61,False,False,19.12,0.0417,Office-B,Present,5.26,63,61,6.92,2.98,0.099,1.08,0.6026,4.63,36,77.67,12,3.11,0.0494,10,65,2023-12-09 13:25:00,20,16.07,72,92,20,67,50.7,1.08,0.58,2,85.64,98,0.8446,74,61,0.4439,8,16.23,0.26,95.49,0.47,17.98,83.43,0.4562,65.47,0.8366,57,6,3,7,8,0.7871,3.87,1.68,1,3.33,2.54,3.95,27,6,4,70,4,74,55.02,95.45,0.7794,4,69,33,0.0692,2023-10-26 19:55:00,13,17.82,4,3,7,0.5194,2023-08-02 07:05:00,8,2,0.4296,5,0.0007,89.58,1,5,5,0.3302,2023-10-19 04:08:00,88,0.3823,0.0088,82.58,6.7,0.292,0.67,0,0.4152,0.379,2023-07-31 00:31:00,0,9,0.4762,33,3,0.2162,4,3,0.234,0.2002,8,6,0.9022,0.7309,0.1539,0.4954,0.365,0.2569,4,1
E4666,2023-12-01 08:55:00,2023-12-01 17:16:07.878729,7.87,True,False,29.09,0.0727,Office-A,Absent,6.08,5,91,3.58,5.76,0.5952,1.7,0.4484,6.74,43,18.2,17,0.6,0.1987,36,89,2023-06-08 16:35:00,21,27.95,59,34,47,83,33.05,2.34,7.86,7,3.79,2,0.0997,47,23,0.9862,4,4.6,25.46,10.96,64.24,39.18,28.41,0.7806,86.99,0.9117,14,95,0,0,93,0.0615,2.59,4.54,58,5.14,-1.08,0.57,59,21,4,36,90,32,85.86,45.34,0.4841,4,11,18,0.1352,2023-04-19 08:02:00,12,28.43,49,1,8,0.2299,2023-07-25 23:25:00,2,7,0.6927,8,0.4876,47.9,0,7,6,0.3727,2023-07-27 00:01:00,16,0.809,0.1293,11.2,6.57,0.106,2.0,6,0.2569,0.8336,2023-04-03 23:43:00,2,0,0.2471,97,6,0.6495,7,10,0.9453,0.5818,2,1,0.0905,0.8008,0.2408,0.4045,0.8746,0.3213,8,8
E4335,2023-04-15 09:34:00,2023-04-15 18:54:40.088784,8.54,False,False,48.4,0.927,Office-B,Absent,3.97,15,75,4.73,5.98,0.2203,6.17,0.1245,2.59,74,67.9,35,2.39,0.561,57,21,2023-09-16 14:35:00,6,59.95,87,77,22,74,37.05,2.11,5.54,1,84.91,41,0.5519,96,56,0.2715,28,59.36,5.1,85.25,98.9,33.32,87.8,0.6095,19.9,0.2675,42,40,5,9,36,0.963,1.01,5.67,78,2.46,3.75,4.47,79,40,8,78,18,95,10.78,31.68,0.6006,8,58,10,0.4478,2023-02-11 02:06:00,33,24.36,42,6,8,0.1347,2023-08-10 03:24:00,6,0,0.1506,0,0.3401,78.61,1,5,6,0.0477,2023-05-01 07:03:00,8,0.3708,0.0911,1.71,7.14,0.9556,7.93,9,0.6211,0.6734,2023-06-24 23:51:00,0,5,0.8186,8,3,0.7112,8,5,0.1143,0.4009,7,6,0.8466,0.3488,0.7613,0.4323,0.4485,0.071,5,6
E2214,2023-02-27 09:30:00,2023-02-27 18:03:04.419457,7.71,False,False,50.44,0.2303,Client-Site,Absent,1.07,24,89,2.03,1.45,0.8876,0.77,0.0067,6.06,94,43.6,75,1.83,0.4635,28,66,2023-08-29 03:45:00,7,54.03,52,34,34,3,13.93,1.95,7.15,10,82.26,13,0.8402,22,4,0.1827,23,31.71,58.58,24.89,37.62,68.68,65.87,0.2843,87.56,0.7299,60,29,5,9,98,0.8025,1.06,4.07,73,6.45,-4.82,6.86,5,94,8,91,83,62,2.38,60.36,0.2392,8,55,55,0.3187,2023-12-23 08:25:00,47,22.17,13,5,2,0.8532,2023-07-07 02:53:00,10,7,0.609,8,0.6979,41.85,10,10,4,0.0155,2023-12-11 10:02:00,31,0.8888,0.8769,92.8,5.33,0.0004,7.05,5,0.4231,0.277,2023-11-15 04:00:00,5,2,0.9293,24,3,1.0,6,3,0.6788,0.3766,10,9,0.4842,0.3278,0.5338,0.6898,0.2192,0.2055,6,9
E5627,2023-12-18 08:51:00,2023-12-18 19:16:41.311320,9.62,False,True,48.57,0.1258,Client-Site,Present,5.41,63,1,6.63,4.7,0.6443,3.01,0.155,3.92,7,59.02,18,4.48,0.3249,69,91,2023-09-06 20:22:00,24,42.57,86,95,59,6,23.28,0.67,2.29,5,69.54,65,0.9413,18,61,0.1912,64,20.96,14.29,26.18,2.71,89.74,78.24,0.4861,94.37,0.5131,60,21,8,6,11,0.2286,6.26,4.29,89,6.95,-4.63,1.19,91,89,4,41,50,32,7.66,80.63,0.8981,6,94,96,0.0861,2023-06-22 18:45:00,61,34.3,44,5,0,0.339,2023-12-16 11:47:00,1,1,0.488,5,0.2308,47.07,6,2,7,0.7799,2023-02-17 00:41:00,34,0.8285,0.6014,0.67,1.41,0.6367,1.76,5,0.0018,0.3916,2023-01-10 02:01:00,8,10,0.9495,49,8,0.0694,9,10,0.3018,0.2636,0,4,0.9736,0.5229,0.1349,0.24,0.4474,0.8953,0,5
E4362,2023-09-24 10:30:00,2023-09-24 18:36:04.316712,7.25,True,True,51.1,0.8513,Client-Site,On-Leave,6.16,21,55,5.06,6.83,0.6102,3.5,0.0351,1.66,41,75.23,49,7.22,0.8756,59,17,2023-10-28 01:23:00,16,69.84,79,6,75,67,12.18,4.59,5.29,5,33.48,56,0.9964,97,14,0.4117,53,55.63,79.79,99.86,39.86,78.19,83.88,0.9577,2.35,0.7097,98,2,0,3,68,0.1422,2.35,5.15,70,3.35,-4.72,4.09,40,100,2,96,89,27,3.59,39.33,0.9496,1,65,42,0.8763,2023-02-07 14:53:00,89,63.46,34,1,9,0.6193,2023-07-24 08:25:00,7,4,0.4021,0,0.288,56.64,3,3,7,0.8104,2023-11-23 15:05:00,68,0.9362,0.8378,67.34,7.1,0.7685,2.52,6,0.946,0.2313,2023-01-02 12:33:00,6,5,0.5633,98,10,0.4047,9,9,0.2681,0.1224,3,0,0.3623,0.6538,0.0963,0.8657,0.3276,0.9113,8,7
E3751,2023-03-26 09:12:00,2023-03-26 18:51:49.339576,8.96,True,False,42.25,0.2126,Office-A,Present,4.11,61,95,1.91,3.46,0.7399,1.19,0.0058,4.47,44,18.41,77,5.43,0.57,47,55,2023-02-17 11:33:00,12,43.79,6,96,9,45,32.66,2.97,3.36,5,52.67,1,0.0906,28,76,0.4212,98,16.72,27.88,48.84,80.06,27.68,5.08,0.7861,0.38,0.9066,97,82,10,7,91,0.1564,6.92,5.56,66,3.67,-4.08,3.84,28,68,8,12,81,29,18.27,10.12,0.2588,5,90,71,0.5752,2023-09-24 19:07:00,62,39.41,42,3,0,0.0899,2023-06-15 09:36:00,1,6,0.9714,9,0.1989,8.6,3,1,4,0.1317,2023-11-19 00:35:00,76,0.628,0.3131,2.23,6.97,0.8108,4.97,0,0.8062,0.1943,2023-02-05 10:05:00,1,1,0.2125,47,3,0.1892,8,0,0.9075,0.7053,0,4,0.6273,0.8479,0.8477,0.4567,0.4297,0.1574,6,6
E1030,2023-10-27 10:15:00,2023-10-27 18:43:00.530200,7.85,True,True,36.82,0.1218,Client-Site,Absent,7.21,98,39,2.43,7.12,0.662,7.79,0.371,4.54,66,21.52,64,5.68,0.5234,24,68,2023-01-02 16:28:00,20,14.58,67,8,67,97,74.22,2.25,4.86,0,20.73,73,0.6833,61,83,0.8061,27,45.03,97.05,96.0,84.72,52.47,37.72,0.9744,45.83,0.2669,56,100,9,10,86,0.9379,5.55,1.21,25,4.86,0.12,6.39,19,91,8,37,99,76,57.59,44.63,0.7215,2,55,28,0.9959,2023-08-08 18:47:00,62,17.55,93,1,9,0.5756,2023-11-06 22:46:00,6,4,0.8252,1,0.1144,12.99,10,5,2,0.3176,2023-08-11 23:15:00,37,0.3889,0.3943,49.94,7.74,0.9138,1.78,10,0.5588,0.9661,2023-08-11 11:57:00,1,1,0.291,52,10,0.9883,7,2,0.2775,0.0085,8,10,0.4862,0.7457,0.2944,0.2211,0.3794,0.8657,0,6
E1863,2023-02-10 09:55:00,2023-02-10 19:03:13.087088,8.56,False,True,34.61,0.3446,Office-A,Absent,7.01,16,6,0.93,3.31,0.2656,5.52,0.4614,4.67,69,85.55,96,1.87,0.559,9,11,2023-02-07 10:28:00,28,57.96,98,19,48,27,86.5,0.17,1.87,0,60.69,48,0.6634,98,4,0.3151,97,94.87,82.1,41.66,56.05,16.69,17.38,0.9131,45.27,0.224,32,46,0,1,85,0.1772,2.83,1.49,19,1.41,0.48,2.67,70,92,8,99,79,88,2.88,41.59,0.9502,8,86,27,0.9901,2023-10-10 20:31:00,45,75.97,61,1,3,0.8517,2023-02-27 21:38:00,1,0,0.879,8,0.4502,93.98,7,9,8,0.7466,2023-09-21 03:55:00,13,0.8767,0.9271,81.63,3.4,0.0665,2.35,9,0.1442,0.3532,2023-09-28 22:53:00,3,6,0.1279,2,0,0.2505,7,1,0.9772,0.3557,10,7,0.0579,0.0654,0.6395,0.7108,0.9082,0.8135,9,10
E2357,2023-09-03 09:27:00,2023-09-03 18:00:36.747369,7.8,True,False,45.62,0.2142,Office-B,On-Leave,5.64,39,21,5.4,4.96,0.1367,2.13,0.6033,1.71,46,23.66,49,4.5,0.4055,45,57,2023-04-26 06:41:00,36,11.55,55,14,11,45,18.45,1.86,3.07,10,1.29,29,0.7367,29,23,0.114,32,19.93,36.46,39.07,99.83,38.07,11.39,0.5663,36.54,0.6071,56,59,8,7,36,0.3709,3.68,5.58,47,5.97,-4.92,0.83,22,73,3,48,98,73,98.3,22.16,0.365,3,5,1,0.2919,2023-07-03 07:27:00,100,98.87,59,4,5,0.2752,2023-10-04 10:10:00,2,6,0.4963,8,0.3303,7.33,7,10,2,0.2927,2023-02-17 22:09:00,71,0.5713,0.9019,78.75,6.79,0.6698,3.03,8,0.8047,0.1103,2023-05-05 08:08:00,2,0,0.564,82,6,0.0679,10,6,0.2349,0.4799,7,7,0.4556,0.0365,0.1546,0.7299,0.9341,0.5326,6,8
E2408,2023-02-09 10:53:00,2023-02-09 19:21:20.422208,7.95,True,False,31.21,0.344,Client-Site,On-Leave,1.05,56,11,6.07,1.9,0.4963,3.43,0.3139,5.8,29,70.26,42,3.73,0.4344,77,54,2023-02-19 00:59:00,18,46.84,31,8,84,3,65.82,2.97,3.92,10,60.26,86,0.3312,38,98,0.6096,33,65.82,42.99,72.03,87.3,99.45,51.86,0.0067,90.95,0.0175,48,13,0,3,59,0.4685,5.72,7.08,71,6.45,-3.92,7.16,88,59,0,53,41,3,5.1,50.42,0.0005,9,70,55,0.1724,2023-07-01 12:46:00,29,8.2,2,0,8,0.2606,2023-04-29 22:53:00,1,1,0.7326,0,0.159,6.29,8,7,8,0.2235,2023-07-28 07:12:00,28,0.7218,0.1212,30.33,3.54,0.2253,7.2,10,0.4922,0.9958,2023-08-03 13:44:00,0,0,0.5378,41,5,0.1575,3,0,0.3112,0.6038,10,1,0.4807,0.7515,0.6969,0.2282,0.4723,0.4169,6,9
E5909,2023-08-25 10:33:00,2023-08-25 20:32:48.052633,9.23,False,True,46.11,0.3717,Office-B,Absent,2.96,7,17,5.99,4.11,0.1396,0.8,0.4743,6.12,10,36.79,55,5.37,0.5655,100,15,2023-05-20 20:35:00,29,14.69,88,52,91,14,118.72,0.52,1.84,10,5.44,4,0.3572,22,2,0.5708,8,35.78,82.08,76.51,30.86,56.81,25.24,0.7081,83.0,0.2132,70,9,6,7,61,0.7906,1.15,3.0,56,4.58,-0.94,5.14,54,86,7,37,7,37,74.33,4.95,0.1308,2,4,55,0.792,2023-01-29 00:36:00,22,10.45,12,10,10,0.5705,2023-09-24 04:36:00,7,6,0.8048,9,0.4815,93.67,9,10,7,0.1833,2023-01-20 03:32:00,7,0.7677,0.3566,32.96,3.4,0.8996,4.66,5,0.5434,0.0824,2023-10-24 05:01:00,5,4,0.6793,45,5,0.7947,4,5,0.1283,0.7802,8,6,0.3562,0.6037,0.4094,0.9947,0.5224,0.5793,2,7
E1726,2023-09-16 08:04:00,2023-09-16 16:08:30.377553,7.28,True,False,47.44,0.7298,Office-A,Present,6.39,81,42,0.79,1.16,0.763,1.55,0.9529,6.79,7,63.97,14,7.47,0.5945,91,3,2023-03-09 16:01:00,15,15.39,19,57,11,47,59.39,3.12,7.33,1,48.71,76,0.2826,44,85,0.2027,58,13.74,60.62,7.15,92.25,93.8,70.04,0.0479,10.32,0.4456,22,76,0,10,68,0.6183,4.66,3.53,36,7.31,2.25,1.07,51,70,0,85,59,29,32.76,91.05,0.9254,7,92,26,0.4212,2023-04-01 17:34:00,61,74.14,42,6,0,0.8566,2023-06-30 21:58:00,5,9,0.4577,1,0.455,93.46,5,8,2,0.4372,2023-02-13 15:15:00,5,0.075,0.9416,53.5,6.09,0.3349,1.52,6,0.9199,0.6227,2023-07-20 10:53:00,7,7,0.9591,48,3,0.8375,5,1,0.7695,0.227,0,0,0.7797,0.7185,0.0032,0.3812,0.0851,0.3698,10,6
E1510,2023-07-30 08:48:00,2023-07-30 18:32:20.636838,8.9,True,True,50.63,0.997,Client-Site,Absent,7.72,8,65,4.52,7.42,0.3294,0.92,0.711,3.01,4,89.73,52,7.95,0.4111,12,3,2023-06-15 09:22:00,25,25.67,56,6,4,21,21.19,2.12,7.59,2,23.61,88,0.1433,83,30,0.0833,5,55.25,8.19,30.81,97.99,31.87,97.42,0.7093,46.37,0.1782,13,69,0,0,38,0.6555,7.59,3.17,100,4.62,-2.49,7.81,93,22,5,0,61,68,98.09,5.3,0.2082,10,69,52,0.7117,2023-02-21 17:49:00,88,3.44,55,4,5,0.4523,2023-08-16 18:58:00,7,2,0.3326,10,0.1335,6.92,6,6,7,0.5165,2023-10-02 11:13:00,39,0.8942,0.9289,0.86,3.68,0.0234,1.18,3,0.5653,0.3896,2023-04-28 09:57:00,5,4,0.5587,62,1,0.6767,6,10,0.2142,0.5226,4,1,0.6415,0.3105,0.0777,0.3293,0.1899,0.7575,8,8
