employee_id,punch_in_time,punch_out_time,total_logged_hours_day,late_arrival_flag,early_departure_flag,break_duration_minutes,biometric_match_score,punch_location,attendance_status,overtime_hours,late_start_count_per_week,early_exit_count_per_week,total_hours_per_week,variance_in_work_hours,absenteeism_rate,avg_daily_hours,punctuality_score,meeting_hours_per_week,meeting_counts_per_week,avg_meeting_duration_minutes,back_to_back_meetings_count,after_hours_meetings_count,meeting_accepted_ratio,meeting_organizer_count,meeting_attendee_count_avg,focus_time_hours_per_week,largest_meeting_attendees,recurring_meeting_percentage,messages_sent_per_day,messages_received_per_day,messages_sent_per_week,messages_received_per_week,avg_response_latency_min,communication_burstiness,after_hours_message_ratio,communication_balance,conversation_length_avg,channels_active_count,dm_vs_channel_ratio,emoji_reaction_count,mentions_received_count,message_edit_ratio,urgent_message_count,status_available_percentage,status_busy_percentage,status_away_percentage,status_dnd_percentage,avg_tasks_assigned_per_week,avg_tasks_completed_per_week,task_completion_rate,avg_task_age_days,overdue_task_ratio,overdue_task_count,in_progress_task_count,story_points_committed_per_week,story_points_completed_per_week,unique_projects_count,context_switching_score,logged_hours_per_week,logged_hours_per_day,worklog_entry_count_per_week,avg_worklog_session_duration,worklog_variance,billable_hours_percentage,github_commits_per_day,github_commits_per_week,github_commit_days_active,github_lines_added_per_week,github_lines_deleted_per_week,github_lines_changed_total,github_avg_commit_size,github_commit_message_length_avg,github_weekend_commit_ratio,github_prs_per_week,github_prs_merged_count,github_prs_open_count,github_pr_merge_rate,github_avg_pr_merge_time_hours,github_pr_comment_count_avg,github_pr_review_cycles_avg,github_pr_size_lines_avg,github_reviews_per_week,github_review_comments_given,github_review_approval_rate,github_review_response_time_hours,github_issues_created_per_week,github_issues_closed_per_week,github_issue_close_rate,github_repo_context_switching,github_activity_consistency,github_primary_repo_percentage,github_language_diversity,emails_sent_per_day,emails_received_per_day,email_response_rate,email_avg_response_time_hours,unread_email_count,emails_with_attachments_ratio,email_importance_high_ratio,email_thread_depth_avg,after_hours_email_ratio,calendar_fragmentation_score,deep_work_hours_per_week,collaboration_network_size,network_centrality_score,internal_external_comm_ratio,avg_Jira_ticket_resolution_time_days,jira_tickets_created_per_week,jira_tickets_closed_per_week,jira_ticket_reopen_rate,jira_bug_count_per_week,productivity_index,collaboration_score,focus_efficiency,multitasking_load,burnout_risk_score,work_life_balance_score,stress_indicator,workload_intensity,consistency_score,morning_activity_ratio,afternoon_activity_ratio,evening_activity_ratio,night_activity_ratio,weekend_work_ratio,Wellbeing Score,Overall Effciency score
E1346,2023-04-27 10:21:00,2023-04-27 19:24:13.744268,8.16,True,False,53.58,0.6498,Office-A,On-Leave,5.79,92,4,4.51,2.78,0.3775,3.09,0.2399,3.21,87,54.73,65,3.98,0.7698,70,7,2023-02-21 12:52:00,16,93.22,1,48,80,82,75.53,4.13,1.0,3,26.46,41,0.6334,15,48,0.0532,7,68.23,10.2,62.93,68.13,10.77,50.8,0.8989,79.17,0.3315,51,58,7,3,85,0.505,4.61,7.78,25,4.54,3.82,3.89,8,98,2,46,33,12,8.99,76.17,0.3447,8,34,31,0.5511,2023-03-28 22:38:00,20,25.62,25,9,1,0.941,2023-12-28 13:31:00,10,9,0.5666,3,0.6453,40.39,5,9,9,0.0463,2023-04-11 13:39:00,67,0.9351,0.4804,47.76,3.65,0.8855,3.56,9,0.4215,0.6583,2023-02-17 11:59:00,9,2,0.4786,92,4,0.4895,9,8,0.6583,0.9262,7,3,0.4096,0.3883,0.5188,0.6221,0.9382,0.9085,7,1
E5302,2023-08-08 10:30:00,2023-08-08 19:45:08.966314,8.9,False,True,21.35,0.8845,Client-Site,On-Leave,7.76,47,78,7.11,4.78,0.3105,2.08,0.3381,7.0,16,33.41,2,7.67,0.1073,58,41,2023-08-30 18:59:00,20,85.92,1,93,17,17,65.86,3.45,4.66,0,33.03,83,0.2652,55,5,0.6429,84,62.65,19.88,75.0,37.81,8.55,1.0,0.1455,66.09,0.9319,18,67,4,0,36,0.0449,6.9,5.22,61,1.72,0.53,0.56,71,29,9,50,23,58,46.03,45.12,0.9606,3,9,36,0.3833,2023-10-05 23:26:00,87,90.15,76,7,2,0.1778,2023-06-06 04:05:00,4,8,0.4584,3,0.7279,28.99,8,0,8,0.4337,2023-08-02 04:53:00,47,0.1201,0.1448,89.33,3.77,0.0084,6.25,1,0.5195,0.6712,2023-11-19 14:17:00,1,5,0.5346,1,1,0.623,4,2,0.0285,0.4548,0,1,0.2546,0.3232,0.7309,0.5135,0.9943,0.6092,1,8
E1181,2023-08-21 09:36:00,2023-08-21 17:58:47.276002,7.7,True,False,41.01,0.2026,Office-A,Absent,5.83,34,30,2.43,0.71,0.6924,2.29,0.0311,2.54,10,24.43,63,7.46,0.0776,51,40,2023-01-31 06:30:00,35,51.29,64,64,82,62,14.39,3.67,7.28,1,62.02,51,0.1916,79,14,0.1841,83,33.44,87.86,66.55,3.08,66.58,63.36,0.9768,40.56,0.9005,22,80,7,0,59,0.4472,4.74,7.82,40,2.33,-0.74,4.1,54,75,7,20,13,45,81.06,2.16,0.05,10,89,94,0.6403,2023-05-04 13:53:00,100,36.86,73,6,5,0.3178,2023-03-31 16:24:00,0,3,0.6736,4,0.1663,38.65,7,0,9,0.4626,2023-05-22 16:03:00,99,0.3086,0.0918,98.39,1.85,0.3335,2.92,0,0.4048,0.3927,2023-11-01 13:32:00,7,9,0.33,83,10,0.085,6,2,0.5322,0.2763,3,2,0.6283,0.2903,0.1254,0.7127,0.0677,0.3254,0,5
E2509,2023-07-31 08:44:00,2023-07-31 17:34:36.145118,7.91,True,True,55.76,0.9415,Office-B,On-Leave,1.15,59,51,7.74,7.3,0.8563,7.72,0.2099,4.1,6,72.8,27,5.2,0.8858,60,45,2023-12-12 06:55:00,28,85.41,20,71,92,15,41.54,3.98,6.3,2,84.06,29,0.7615,89,68,0.2028,17,42.18,65.45,91.01,20.9,25.85,57.0,0.1079,59.86,0.1419,23,74,5,4,32,0.4191,6.92,4.81,16,4.48,4.24,5.11,34,77,4,51,62,96,10.48,67.93,0.1217,7,68,8,0.6355,2023-05-25 19:46:00,29,79.05,10,1,10,0.1461,2023-08-16 10:07:00,10,8,0.785,9,0.9557,96.06,0,4,8,0.155,2023-08-25 14:22:00,82,0.691,0.7123,42.16,6.59,0.8709,1.51,0,0.0646,0.7643,2023-05-25 18:55:00,10,1,0.7726,42,5,0.069,10,7,0.0627,0.9743,9,7,0.1272,0.0198,0.9224,0.669,0.6392,0.1483,3,0
E5362,2023-10-21 08:42:00,2023-10-21 18:43:31.940033,9.39,False,False,38.02,0.4305,Office-B,On-Leave,2.77,41,81,7.7,7.48,0.1483,2.41,0.8142,6.46,34,38.6,55,5.61,0.9446,61,78,2023-09-30 23:21:00,48,33.64,45,4,72,82,47.97,1.81,2.9,8,12.43,37,0.4127,92,48,0.0764,76,28.29,54.97,42.16,72.74,79.18,34.22,0.9159,96.59,0.8137,59,47,0,5,95,0.4497,7.63,5.04,98,2.27,-3.89,1.81,13,62,7,19,7,2,51.95,86.22,0.3868,0,31,27,0.5024,2023-01-28 14:41:00,17,25.86,3,9,1,0.2236,2023-01-24 03:54:00,10,5,0.095,0,0.127,21.34,10,6,8,0.9637,2023-10-24 01:52:00,26,0.2101,0.1996,50.09,0.52,0.2758,7.76,8,0.5699,0.5287,2023-07-28 01:26:00,6,2,0.0829,20,2,0.1652,6,1,0.0541,0.9867,3,3,0.6907,0.7728,0.6349,0.7949,0.4126,0.489,1,0
E4422,2023-04-17 09:39:00,2023-04-17 17:15:27.886275,7.21,False,True,23.88,0.1601,Client-Site,Absent,0.72,74,19,5.4,7.33,0.3211,4.67,0.9583,1.66,48,52.48,7,2.2,0.0897,61,97,2023-03-31 12:33:00,31,20.43,69,51,33,97,83.19,4.93,6.18,6,3.32,98,0.7775,90,64,0.5227,24,52.44,31.53,76.43,11.4,34.32,74.86,0.3845,45.77,0.5488,71,19,0,4,40,0.3467,1.36,3.55,82,5.68,-0.61,1.49,48,33,3,91,67,23,26.97,72.19,0.9255,9,86,83,0.9571,2023-05-05 05:34:00,22,24.58,58,5,6,0.7101,2023-03-06 01:02:00,4,7,0.2167,6,0.8862,72.6,5,7,1,0.8923,2023-10-19 11:53:00,93,0.0293,0.1465,78.38,5.8,0.6867,6.79,4,0.1049,0.6233,2023-09-27 16:52:00,10,2,0.0561,52,3,0.1227,9,8,0.6335,0.6176,10,6,0.8014,0.8671,0.6182,0.2368,0.5898,0.9907,6,8
E2301,2023-06-17 10:17:00,2023-06-17 19:54:58.917528,9.19,False,True,26.6,0.3812,Remote,Present,5.61,91,97,3.17,4.15,0.43,6.22,0.5183,2.85,38,68.89,95,7.56,0.9268,49,4,2023-05-22 01:08:00,39,7.55,91,24,85,9,31.87,3.46,2.56,8,66.58,12,0.8537,2,38,0.8227,92,38.19,95.64,70.28,20.33,43.91,60.4,0.1161,59.92,0.452,99,48,0,7,88,0.0687,4.93,0.51,90,6.5,-3.97,5.28,71,53,7,33,32,67,64.96,30.13,0.4103,8,39,16,0.9857,2023-02-16 16:40:00,41,55.7,73,1,1,0.4827,2023-08-24 14:28:00,8,8,0.6489,3,0.6911,32.52,4,8,6,0.9268,2023-01-01 21:08:00,24,0.7494,0.7165,91.8,3.2,0.1759,5.78,5,0.6536,0.7316,2023-01-22 09:41:00,9,0,0.5855,91,8,0.4678,8,8,0.234,0.7889,1,8,0.4665,0.2069,0.983,0.523,0.4764,0.1767,7,8
E2959,2023-11-22 08:33:00,2023-11-22 17:28:21.068272,8.32,False,True,36.05,0.6277,Office-A,Present,2.73,24,68,7.33,7.59,0.1441,7.18,0.223,7.03,28,16.18,10,6.5,0.949,29,98,2023-09-27 05:09:00,49,20.8,76,70,74,26,38.04,2.62,4.11,2,30.52,43,0.9458,43,44,0.5835,74,22.25,46.01,88.87,60.01,88.31,36.85,0.4297,37.28,0.6076,33,9,4,4,76,0.7605,7.32,2.03,87,4.1,3.39,7.26,86,9,0,72,87,20,20.62,83.53,0.6241,9,86,79,0.6155,2023-09-07 05:37:00,73,11.36,17,7,3,0.1696,2023-09-26 20:08:00,10,10,0.1927,9,0.5507,92.35,3,6,4,0.0801,2023-04-06 06:21:00,77,0.8676,0.5736,53.91,6.56,0.1756,7.96,2,0.9507,0.3006,2023-11-30 19:56:00,0,9,0.5395,50,6,0.5659,7,6,0.9854,0.7755,6,8,0.3913,0.5739,0.6737,0.0804,0.2111,0.3264,2,1
E2603,2023-04-11 08:53:00,2023-04-11 17:33:20.281843,7.77,False,True,54.17,0.4016,Remote,Present,7.35,36,0,6.94,4.85,0.4261,1.18,0.8233,2.78,64,71.42,9,7.92,0.4443,22,12,2023-12-10 06:43:00,22,56.15,51,56,97,85,91.44,3.89,0.72,10,39.14,63,0.5731,25,80,0.6893,56,12.36,53.43,59.81,15.04,3.28,84.76,0.7582,35.6,0.4341,93,41,2,6,92,0.7568,2.67,0.74,70,7.86,4.48,2.37,85,81,7,92,35,47,93.56,91.7,0.8667,0,0,55,0.2264,2023-08-17 04:17:00,83,19.48,14,0,0,0.2025,2023-12-18 03:39:00,5,7,0.1853,0,0.1806,97.16,6,2,6,0.1033,2023-11-02 22:43:00,2,0.9582,0.6302,16.61,4.24,0.4549,0.98,2,0.8703,0.3507,2023-07-10 06:20:00,10,6,0.5582,68,4,0.6735,9,10,0.6906,0.634,5,10,0.2636,0.6896,0.3774,0.7526,0.5634,0.4591,7,8
E1837,2023-12-07 10:10:00,2023-12-07 18:56:33.101449,8.07,True,False,42.47,0.1223,Office-A,Absent,1.82,10,52,4.18,5.95,0.4814,7.69,0.3224,6.74,5,29.4,60,7.9,0.4689,37,8,2023-10-30 08:12:00,26,94.1,6,92,80,24,119.71,3.35,3.09,6,92.64,3,0.7322,35,25,0.7961,16,78.79,90.64,12.15,21.48,59.86,39.13,0.2704,15.83,0.2705,31,0,9,3,37,0.5412,3.01,5.32,28,1.74,-1.52,1.91,15,11,6,24,20,34,20.81,38.92,0.5165,10,78,24,0.181,2023-06-17 04:34:00,23,23.26,23,0,2,0.3083,2023-07-16 00:10:00,5,2,0.2783,4,0.3713,57.88,4,2,0,0.8703,2023-01-27 13:11:00,83,0.3061,0.8509,24.43,4.42,0.8131,5.04,0,0.2386,0.5216,2023-08-27 07:56:00,10,8,0.9794,38,8,0.4948,5,5,0.9283,0.8206,5,1,0.1875,0.3395,0.4493,0.3766,0.5849,0.6937,2,4
E1902,2023-04-01 09:48:00,2023-04-01 18:26:48.435232,8.08,True,False,34.19,0.5299,Client-Site,Absent,4.65,24,33,6.83,6.82,0.0526,7.6,0.6275,1.06,58,23.04,67,6.68,0.0899,49,5,2023-01-30 15:38:00,29,96.53,76,62,4,60,33.43,1.1,6.66,2,76.68,91,0.3789,47,69,0.7688,56,24.67,35.24,49.62,36.97,71.67,74.7,0.4598,66.07,0.0628,4,48,1,8,92,0.583,5.93,6.46,35,2.57,3.01,5.46,44,92,9,51,38,21,19.46,32.18,0.1921,6,19,37,0.518,2023-03-04 07:15:00,93,73.77,63,7,2,0.6471,2023-02-02 05:47:00,9,9,0.6015,0,0.8235,59.9,3,2,7,0.5462,2023-08-25 16:58:00,23,0.2894,0.3074,34.94,2.12,0.2114,7.66,6,0.8666,0.5627,2023-05-12 00:45:00,4,0,0.3053,19,1,0.875,8,1,0.8526,0.7689,4,10,0.0432,0.7759,0.2817,0.666,0.5647,0.5831,9,4
E1271,2023-01-14 10:15:00,2023-01-14 18:55:46.832339,8.4,False,True,16.75,0.632,Office-A,Absent,7.5,58,82,7.42,1.67,0.2701,1.44,0.4792,2.97,32,57.95,1,4.81,0.4349,13,23,2023-06-26 01:44:00,30,56.16,18,47,12,67,36.02,0.08,3.62,10,0.56,0,0.9003,85,0,0.3977,23,45.12,57.41,11.43,8.38,23.11,75.82,0.716,7.35,0.156,55,82,10,6,49,0.6119,3.36,0.89,82,7.59,2.47,3.47,75,36,7,59,11,50,37.9,16.39,0.1326,10,73,7,0.3259,2023-06-06 07:58:00,14,78.09,31,1,2,0.0442,2023-06-26 21:28:00,6,10,0.0993,1,0.6992,1.37,8,5,2,0.5882,2023-10-24 17:43:00,24,0.8221,0.014,92.3,4.43,0.0042,4.99,6,0.2597,0.5962,2023-11-29 01:11:00,5,2,0.3793,35,5,0.7548,9,0,0.9944,0.1326,6,1,0.4513,0.2011,0.6539,0.0438,0.4847,0.2473,1,10
E3720,2023-02-20 08:33:00,2023-02-20 17:02:47.063615,7.98,False,True,30.98,0.2037,Office-B,Absent,2.4,4,11,6.44,2.95,0.1457,0.86,0.9982,7.98,67,88.57,79,1.93,0.1262,65,76,2023-06-03 01:07:00,36,39.4,67,14,60,59,91.66,2.65,7.8,9,59.72,60,0.469,41,93,0.5563,54,55.56,28.26,32.64,59.02,55.52,24.53,0.2688,67.3,0.0304,83,31,1,10,71,0.7468,5.92,1.68,86,5.29,1.61,3.94,82,0,0,2,17,24,25.99,33.23,0.7723,3,14,95,0.4588,2023-12-08 16:10:00,10,3.08,97,4,6,0.6589,2023-03-14 19:22:00,6,10,0.5465,2,0.9854,28.47,1,7,4,0.1136,2023-09-16 03:36:00,39,0.1495,0.4639,49.29,3.46,0.8327,1.01,3,0.2106,0.6285,2023-02-03 09:08:00,5,1,0.4042,87,3,0.6314,4,6,0.8943,0.0309,6,2,0.9068,0.4828,0.2704,0.5532,0.1712,0.2834,1,2
E2427,2023-01-25 08:09:00,2023-01-25 16:16:14.999772,7.62,True,False,30.27,0.0264,Remote,Absent,7.71,40,7,5.81,4.47,0.681,5.69,0.8723,4.14,29,47.58,44,5.27,0.6918,97,47,2023-05-13 01:08:00,5,12.2,83,39,61,91,25.68,3.54,3.74,5,64.3,10,0.0791,57,53,0.0952,55,47.11,22.26,74.14,45.32,7.72,53.01,0.3683,13.07,0.8586,89,97,2,5,86,0.9428,2.04,5.71,94,2.97,2.86,2.03,11,50,6,50,71,92,1.99,29.44,0.9794,9,37,19,0.2047,2023-08-31 15:06:00,26,11.16,69,2,3,0.5358,2023-02-06 23:20:00,5,0,0.6225,0,0.9864,79.67,2,2,7,0.2454,2023-10-25 04:52:00,19,0.832,0.2074,59.89,1.36,0.695,2.05,2,0.1525,0.7636,2023-07-11 14:50:00,2,6,0.3235,1,0,0.0771,0,1,0.6615,0.9427,5,6,0.8765,0.4078,0.9834,0.4975,0.4209,0.4617,8,4
E1043,2023-05-31 09:28:00,2023-05-31 18:50:50.770106,8.66,False,False,43.4,0.2509,Remote,Absent,1.48,99,86,3.27,1.81,0.1598,3.0,0.1745,5.29,48,71.53,19,4.87,0.6937,94,61,2023-11-25 12:04:00,17,23.42,34,31,26,29,38.26,2.83,5.06,4,27.6,91,0.2298,59,7,0.891,47,62.87,44.68,17.07,78.77,29.79,17.58,0.9561,98.99,0.1153,72,40,10,0,38,0.9632,3.33,5.55,19,1.84,4.82,7.5,11,88,7,94,97,41,18.01,36.68,0.2456,10,72,33,0.413,2023-03-03 15:52:00,92,11.43,7,0,3,0.974,2023-03-08 19:34:00,3,6,0.7816,1,0.498,66.47,10,2,1,0.7143,2023-11-24 05:55:00,57,0.3206,0.4367,6.32,7.68,0.5489,5.78,10,0.7091,0.8275,2023-09-19 18:07:00,6,0,0.3577,89,10,0.3634,4,7,0.4415,0.2257,9,10,0.3358,0.2875,0.0331,0.8089,0.2961,0.558,10,8
E1771,2023-12-21 10:11:00,2023-12-21 19:14:31.438210,8.76,False,True,18.02,0.3728,Remote,Absent,2.05,4,50,4.96,7.34,0.7856,5.68,0.6502,1.19,26,39.83,20,3.72,0.225,88,5,2023-02-22 09:02:00,5,8.28,21,48,98,72,14.49,2.47,6.59,9,35.67,40,0.3716,65,66,0.0911,92,5.1,33.19,82.72,96.88,19.4,30.7,0.9207,56.97,0.1352,35,7,5,1,30,0.421,1.67,3.97,70,1.11,-2.79,3.16,15,2,0,93,53,37,46.17,51.69,0.9106,2,66,31,0.4893,2023-12-26 16:57:00,77,57.8,84,8,5,0.0042,2023-02-22 15:06:00,2,4,0.2365,2,0.4331,8.01,4,2,0,0.9126,2023-01-22 17:22:00,22,0.9503,0.3737,98.86,2.85,0.4483,3.86,10,0.1259,0.9173,2023-09-17 12:49:00,8,2,0.8453,85,4,0.0543,0,7,0.8097,0.8441,6,6,0.7737,0.7099,0.3203,0.1215,0.7761,0.089,6,0
E3693,2023-01-19 10:50:00,2023-01-19 20:45:39.467057,9.63,False,True,17.81,0.8843,Client-Site,On-Leave,5.53,54,93,6.17,4.47,0.3567,6.19,0.6357,5.03,25,18.39,12,6.31,0.015,28,0,2023-03-14 18:28:00,28,70.42,60,73,99,68,62.2,4.69,2.86,3,43.82,60,0.4474,23,70,0.0942,59,73.4,72.46,18.51,39.57,52.75,56.63,0.0219,77.28,0.1451,89,63,1,6,10,0.6333,5.24,7.61,100,3.96,0.64,3.12,58,76,8,26,80,26,18.93,99.37,0.912,7,0,23,0.5347,2023-05-14 17:38:00,57,92.28,97,6,6,0.4777,2023-10-18 02:49:00,1,8,0.3603,3,0.1446,2.55,3,8,3,0.6989,2023-03-05 10:02:00,45,0.3662,0.5655,20.12,0.6,0.2485,7.25,0,0.1313,0.6245,2023-06-13 18:17:00,7,2,0.8994,37,3,0.2352,8,0,0.0426,0.6896,2,1,0.9548,0.2525,0.8491,0.9786,0.6629,0.5807,10,4
E4380,2023-03-11 08:58:00,2023-03-11 18:04:49.961622,8.16,True,True,57.27,0.3386,Office-A,Present,5.39,32,79,4.06,6.58,0.388,4.35,0.3628,0.6,82,45.35,64,1.09,0.6381,16,43,2023-03-07 07:19:00,26,86.38,84,24,30,69,52.84,2.26,4.74,7,17.65,49,0.4094,95,56,0.2122,44,52.14,99.29,57.34,74.82,34.43,84.18,0.5561,56.38,0.5769,90,30,7,2,44,0.1245,5.33,2.67,27,2.02,1.61,2.44,82,0,3,98,47,95,64.15,60.83,0.4747,9,74,1,0.5823,2023-05-17 22:08:00,78,9.2,84,6,10,0.3715,2023-05-14 05:52:00,9,1,0.0883,6,0.451,10.56,5,9,6,0.7977,2023-11-27 14:28:00,20,0.9772,0.5673,99.6,2.18,0.4776,7.12,8,0.947,0.1708,2023-04-13 18:18:00,6,1,0.8527,68,5,0.6912,3,10,0.3837,0.3731,9,7,0.338,0.9115,0.6556,0.8288,0.9438,0.3072,1,0
E4603,2023-01-27 10:36:00,2023-01-27 20:42:51.213563,9.44,False,False,40.48,0.4177,Office-A,On-Leave,1.09,25,95,6.39,5.87,0.412,2.72,0.9694,5.69,27,22.89,9,4.08,0.8843,83,21,2023-01-18 21:11:00,23,7.76,30,85,96,78,62.8,4.77,3.77,0,49.87,70,0.2629,0,67,0.4279,94,86.67,45.46,15.31,69.39,0.48,86.17,0.3697,33.07,0.423,81,17,5,5,43,0.891,3.38,6.0,13,3.69,2.36,4.6,36,89,9,32,20,11,45.77,99.9,0.8858,2,62,61,0.4095,2023-03-05 07:43:00,86,82.66,21,10,7,0.3184,2023-03-04 19:28:00,10,10,0.5781,9,0.462,63.93,4,2,5,0.6639,2023-12-26 09:25:00,90,0.8625,0.2018,73.98,3.82,0.592,6.68,6,0.502,0.2256,2023-08-01 17:15:00,7,4,0.2453,55,8,0.8292,6,10,0.0057,0.2283,2,3,0.632,0.4984,0.6148,0.5589,0.5907,0.5802,8,0
E5464,2023-09-28 10:23:00,2023-09-28 19:29:21.127839,8.37,False,False,43.91,0.5134,Client-Site,Present,3.55,52,6,2.39,2.25,0.519,2.05,0.5167,4.72,88,33.71,91,2.54,0.5399,32,26,2023-03-04 13:41:00,12,18.94,50,41,55,98,56.28,1.29,7.0,0,83.07,33,0.7493,75,9,0.8351,37,55.11,13.88,74.42,51.98,93.85,68.57,0.2744,47.57,0.1517,82,83,5,10,77,0.2802,4.6,4.92,77,2.73,-4.55,6.25,7,23,8,69,77,53,45.35,44.29,0.0186,0,46,68,0.6478,2023-04-19 13:58:00,53,16.52,38,6,0,0.5549,2023-08-12 09:14:00,2,7,0.2945,1,0.2996,6.56,0,8,9,0.7414,2023-05-13 20:59:00,42,0.688,0.4126,35.3,3.18,0.7056,3.07,10,0.7097,0.7132,2023-09-13 10:47:00,2,1,0.0608,64,10,0.3851,7,7,0.0166,0.5596,2,6,0.2164,0.0335,0.3587,0.8237,0.0145,0.1246,9,8
E3043,2023-06-09 09:45:00,2023-06-09 19:33:58.416260,8.86,True,False,57.42,0.4163,Office-A,On-Leave,6.38,57,39,5.44,4.14,0.564,5.31,0.7703,1.05,24,43.76,78,6.4,0.0312,33,28,2023-03-21 15:57:00,12,28.75,7,11,74,86,16.15,0.37,6.09,0,29.73,94,0.0924,3,95,0.493,69,16.14,54.88,26.75,13.71,24.59,54.6,0.8131,17.97,0.6366,22,49,6,2,96,0.6889,5.2,2.76,91,5.55,-1.63,3.98,75,55,0,49,65,94,68.02,56.93,0.9827,1,85,55,0.6085,2023-10-25 13:59:00,85,55.16,41,0,9,0.871,2023-05-27 18:01:00,7,8,0.2634,0,0.7072,49.64,2,2,4,0.1383,2023-05-23 15:44:00,77,0.8087,0.2461,59.95,7.62,0.3333,3.36,6,0.7348,0.2386,2023-12-28 04:25:00,7,3,0.8525,61,10,0.7399,9,3,0.2115,0.7401,0,5,0.4214,0.1586,0.7063,0.1429,0.2057,0.9112,9,9
E3914,2023-06-10 09:47:00,2023-06-10 17:56:34.673891,7.61,True,True,32.68,0.9589,Client-Site,Absent,6.49,57,65,6.75,6.97,0.3858,4.98,0.7709,3.48,56,53.57,95,4.93,0.3751,32,3,2023-02-22 23:39:00,36,59.71,23,1,66,53,20.23,1.29,4.9,6,42.48,72,0.0726,41,38,0.0866,70,29.06,93.95,93.78,81.92,46.69,36.69,0.7553,33.95,0.6411,94,60,4,3,24,0.2654,2.21,7.42,88,1.38,-2.54,2.27,41,45,7,47,17,51,71.16,71.47,0.3003,3,26,43,0.2661,2023-11-13 10:35:00,4,32.92,46,3,10,0.2441,2023-07-19 17:47:00,10,1,0.6378,6,0.5233,63.55,9,8,3,0.7211,2023-08-13 07:29:00,62,0.2164,0.3204,45.56,7.77,0.7756,7.78,7,0.355,0.4558,2023-09-25 03:39:00,3,1,0.7712,40,0,0.3278,3,8,0.7511,0.6339,0,3,0.4904,0.236,0.9497,0.3644,0.879,0.8795,7,1
E5393,2023-11-28 09:09:00,2023-11-28 18:52:08.762136,8.8,False,True,55.35,0.648,Remote,On-Leave,1.87,95,49,7.28,3.3,0.4504,7.63,0.6157,4.21,1,80.72,41,3.57,0.6846,18,19,2023-01-20 05:06:00,29,71.24,2,89,21,56,23.58,0.36,4.08,0,90.17,29,0.0727,32,21,0.3138,77,31.6,98.83,21.78,85.15,40.02,26.29,0.0462,7.67,0.1474,68,96,10,6,40,0.2486,7.12,6.12,69,5.24,1.73,5.6,49,41,0,27,55,74,34.72,99.37,0.078,5,1,70,0.8217,2023-10-03 00:21:00,36,70.84,57,1,6,0.9163,2023-01-02 04:07:00,6,10,0.9184,10,0.2207,82.77,9,7,2,0.5181,2023-06-28 17:02:00,51,0.2453,0.4152,36.42,6.46,0.4416,1.18,4,0.6724,0.0141,2023-10-07 03:05:00,3,7,0.7782,38,8,0.3441,8,10,0.5026,0.1251,10,5,0.918,0.0449,0.8529,0.5694,0.4878,0.2923,8,3
E2263,2023-02-22 08:48:00,2023-02-22 18:10:47.448088,9.03,True,False,21.07,0.0101,Office-B,Present,2.23,32,55,6.65,6.79,0.6427,5.62,0.6051,4.34,19,62.61,80,4.79,0.3072,57,98,2023-11-20 15:46:00,19,85.42,43,23,78,18,102.74,2.25,6.47,8,91.43,58,0.2883,23,55,0.7816,35,4.6,63.59,96.6,5.06,52.37,77.48,0.322,90.93,0.16,87,59,5,8,75,0.272,3.44,7.88,36,4.61,4.85,3.6,4,65,2,14,96,7,3.66,85.16,0.652,8,69,62,0.8225,2023-09-18 22:10:00,23,77.93,77,7,4,0.7331,2023-08-01 17:39:00,0,4,0.1822,4,0.4757,15.7,10,8,8,0.6583,2023-08-23 10:54:00,72,0.6608,0.8358,27.41,4.47,0.9978,4.99,7,0.1315,0.644,2023-06-15 00:37:00,9,0,0.2836,22,7,0.1938,1,10,0.3617,0.9753,3,3,0.2779,0.9707,0.2317,0.9168,0.2499,0.9827,9,2
E4965,2023-11-19 08:10:00,2023-11-19 17:44:57.914467,9.28,False,False,17.97,0.7989,Office-B,On-Leave,5.99,56,39,2.1,1.58,0.4199,7.13,0.1401,5.55,58,43.0,69,1.67,0.7214,53,59,2023-09-06 05:20:00,17,90.04,62,47,40,70,30.8,0.77,7.67,8,56.34,97,0.6608,38,39,0.4333,25,38.54,23.75,67.46,38.18,0.83,80.24,0.1194,37.48,0.2145,13,21,1,7,46,0.3533,3.77,6.98,60,3.17,-1.39,5.62,54,50,0,56,80,91,24.34,18.82,0.2746,0,19,32,0.6415,2023-06-17 12:40:00,28,20.34,21,5,2,0.474,2023-11-15 03:19:00,8,7,0.2214,8,0.8074,28.82,6,1,9,0.1768,2023-07-31 15:35:00,96,0.6832,0.6627,2.49,0.75,0.6741,2.4,9,0.6304,0.727,2023-08-25 11:25:00,8,3,0.2797,37,2,0.9534,6,0,0.4068,0.8395,10,9,0.7042,0.5921,0.6639,0.1725,0.9108,0.0474,2,7
